dimension,key,maturity_year,companies
metro,los_angeles_long_beach_anaheim_ca,2019,50
metro,los_angeles_long_beach_anaheim_ca,2020,62
metro,los_angeles_long_beach_anaheim_ca,2021,82
metro,los_angeles_long_beach_anaheim_ca,2022,86
metro,los_angeles_long_beach_anaheim_ca,2023,108
metro,los_angeles_long_beach_anaheim_ca,2024,110
metro,los_angeles_long_beach_anaheim_ca,2025,131
metro,los_angeles_long_beach_anaheim_ca,2026,141
metro,los_angeles_long_beach_anaheim_ca,2027,164
metro,los_angeles_long_beach_anaheim_ca,2028,134
metro,los_angeles_long_beach_anaheim_ca,2029,106
metro,los_angeles_long_beach_anaheim_ca,2030,124
metro,los_angeles_long_beach_anaheim_ca,2031,112
metro,los_angeles_long_beach_anaheim_ca,2032,143
metro,los_angeles_long_beach_anaheim_ca,2033,101
metro,los_angeles_long_beach_anaheim_ca,2034,151
metro,los_angeles_long_beach_anaheim_ca,2035,207
metro,los_angeles_long_beach_anaheim_ca,2036,100
metro,los_angeles_long_beach_anaheim_ca,2037,112
metro,los_angeles_long_beach_anaheim_ca,2038,81
metro,los_angeles_long_beach_anaheim_ca,2039,97
metro,los_angeles_long_beach_anaheim_ca,2040,90
metro,los_angeles_long_beach_anaheim_ca,2041,100
metro,los_angeles_long_beach_anaheim_ca,2042,85
metro,los_angeles_long_beach_anaheim_ca,2043,100
metro,los_angeles_long_beach_anaheim_ca,2044,104
metro,los_angeles_long_beach_anaheim_ca,2045,120
metro,los_angeles_long_beach_anaheim_ca,2046,167
metro,los_angeles_long_beach_anaheim_ca,2047,109
metro,los_angeles_long_beach_anaheim_ca,2048,113
metro,los_angeles_long_beach_anaheim_ca,2049,116
metro,los_angeles_long_beach_anaheim_ca,2050,97
metro,los_angeles_long_beach_anaheim_ca,2051,38
metro,los_angeles_long_beach_anaheim_ca,2052,1
metro,miami_fort_lauderdale_pompano_beach_fl,2011,4
metro,miami_fort_lauderdale_pompano_beach_fl,2012,4
metro,miami_fort_lauderdale_pompano_beach_fl,2013,3
metro,miami_fort_lauderdale_pompano_beach_fl,2014,6
metro,miami_fort_lauderdale_pompano_beach_fl,2015,4
metro,miami_fort_lauderdale_pompano_beach_fl,2016,10
metro,miami_fort_lauderdale_pompano_beach_fl,2017,7
metro,miami_fort_lauderdale_pompano_beach_fl,2018,11
metro,miami_fort_lauderdale_pompano_beach_fl,2019,18
metro,miami_fort_lauderdale_pompano_beach_fl,2020,15
metro,miami_fort_lauderdale_pompano_beach_fl,2021,20
metro,miami_fort_lauderdale_pompano_beach_fl,2022,26
metro,miami_fort_lauderdale_pompano_beach_fl,2023,29
metro,miami_fort_lauderdale_pompano_beach_fl,2024,34
metro,miami_fort_lauderdale_pompano_beach_fl,2025,33
metro,miami_fort_lauderdale_pompano_beach_fl,2026,52
metro,miami_fort_lauderdale_pompano_beach_fl,2027,48
metro,miami_fort_lauderdale_pompano_beach_fl,2028,33
metro,miami_fort_lauderdale_pompano_beach_fl,2029,35
metro,miami_fort_lauderdale_pompano_beach_fl,2030,34
metro,miami_fort_lauderdale_pompano_beach_fl,2031,33
metro,miami_fort_lauderdale_pompano_beach_fl,2032,47
metro,miami_fort_lauderdale_pompano_beach_fl,2033,63
metro,miami_fort_lauderdale_pompano_beach_fl,2034,82
metro,miami_fort_lauderdale_pompano_beach_fl,2035,79
metro,miami_fort_lauderdale_pompano_beach_fl,2036,44
metro,miami_fort_lauderdale_pompano_beach_fl,2037,27
metro,miami_fort_lauderdale_pompano_beach_fl,2038,22
metro,miami_fort_lauderdale_pompano_beach_fl,2039,14
metro,miami_fort_lauderdale_pompano_beach_fl,2040,16
metro,miami_fort_lauderdale_pompano_beach_fl,2041,21
metro,miami_fort_lauderdale_pompano_beach_fl,2042,33
metro,miami_fort_lauderdale_pompano_beach_fl,2043,15
metro,miami_fort_lauderdale_pompano_beach_fl,2044,26
metro,miami_fort_lauderdale_pompano_beach_fl,2045,37
metro,miami_fort_lauderdale_pompano_beach_fl,2046,50
metro,miami_fort_lauderdale_pompano_beach_fl,2047,33
metro,miami_fort_lauderdale_pompano_beach_fl,2048,28
metro,miami_fort_lauderdale_pompano_beach_fl,2049,37
metro,miami_fort_lauderdale_pompano_beach_fl,2050,43
metro,miami_fort_lauderdale_pompano_beach_fl,2051,10
metro,milwaukee_waukesha_wi,1998,1
metro,milwaukee_waukesha_wi,2001,1
metro,milwaukee_waukesha_wi,2005,2
metro,milwaukee_waukesha_wi,2011,1
metro,milwaukee_waukesha_wi,2012,1
metro,milwaukee_waukesha_wi,2014,3
metro,milwaukee_waukesha_wi,2015,2
metro,milwaukee_waukesha_wi,2016,9
metro,milwaukee_waukesha_wi,2017,11
metro,milwaukee_waukesha_wi,2018,9
metro,milwaukee_waukesha_wi,2019,16
metro,milwaukee_waukesha_wi,2020,14
metro,milwaukee_waukesha_wi,2021,20
metro,milwaukee_waukesha_wi,2022,19
metro,milwaukee_waukesha_wi,2023,15
metro,milwaukee_waukesha_wi,2024,22
metro,milwaukee_waukesha_wi,2025,29
metro,milwaukee_waukesha_wi,2026,15
metro,milwaukee_waukesha_wi,2027,29
metro,milwaukee_waukesha_wi,2028,25
metro,milwaukee_waukesha_wi,2029,14
metro,milwaukee_waukesha_wi,2030,35
metro,milwaukee_waukesha_wi,2031,29
metro,milwaukee_waukesha_wi,2032,24
metro,milwaukee_waukesha_wi,2033,18
metro,milwaukee_waukesha_wi,2034,26
metro,milwaukee_waukesha_wi,2035,26
metro,milwaukee_waukesha_wi,2036,20
metro,milwaukee_waukesha_wi,2037,11
metro,milwaukee_waukesha_wi,2038,13
metro,milwaukee_waukesha_wi,2039,12
metro,milwaukee_waukesha_wi,2040,18
metro,milwaukee_waukesha_wi,2041,8
metro,milwaukee_waukesha_wi,2042,11
metro,milwaukee_waukesha_wi,2043,10
metro,milwaukee_waukesha_wi,2044,13
metro,milwaukee_waukesha_wi,2045,15
metro,milwaukee_waukesha_wi,2046,21
metro,milwaukee_waukesha_wi,2047,16
metro,milwaukee_waukesha_wi,2048,13
metro,milwaukee_waukesha_wi,2049,11
metro,milwaukee_waukesha_wi,2050,7
metro,milwaukee_waukesha_wi,2051,5
metro,minneapolis_st_paul_bloomington_mn_wi,2003,1
metro,minneapolis_st_paul_bloomington_mn_wi,2004,1
metro,minneapolis_st_paul_bloomington_mn_wi,2005,2
metro,minneapolis_st_paul_bloomington_mn_wi,2006,3
metro,minneapolis_st_paul_bloomington_mn_wi,2007,1
metro,minneapolis_st_paul_bloomington_mn_wi,2010,1
metro,minneapolis_st_paul_bloomington_mn_wi,2011,5
metro,minneapolis_st_paul_bloomington_mn_wi,2012,12
metro,minneapolis_st_paul_bloomington_mn_wi,2013,10
metro,minneapolis_st_paul_bloomington_mn_wi,2014,15
metro,minneapolis_st_paul_bloomington_mn_wi,2015,26
metro,minneapolis_st_paul_bloomington_mn_wi,2016,23
metro,minneapolis_st_paul_bloomington_mn_wi,2017,26
metro,minneapolis_st_paul_bloomington_mn_wi,2018,22
metro,minneapolis_st_paul_bloomington_mn_wi,2019,38
metro,minneapolis_st_paul_bloomington_mn_wi,2020,57
metro,minneapolis_st_paul_bloomington_mn_wi,2021,65
metro,minneapolis_st_paul_bloomington_mn_wi,2022,53
metro,minneapolis_st_paul_bloomington_mn_wi,2023,51
metro,minneapolis_st_paul_bloomington_mn_wi,2024,62
metro,minneapolis_st_paul_bloomington_mn_wi,2025,71
metro,minneapolis_st_paul_bloomington_mn_wi,2026,64
metro,minneapolis_st_paul_bloomington_mn_wi,2027,75
metro,minneapolis_st_paul_bloomington_mn_wi,2028,62
metro,minneapolis_st_paul_bloomington_mn_wi,2029,61
metro,minneapolis_st_paul_bloomington_mn_wi,2030,70
metro,minneapolis_st_paul_bloomington_mn_wi,2031,72
metro,minneapolis_st_paul_bloomington_mn_wi,2032,63
metro,minneapolis_st_paul_bloomington_mn_wi,2033,46
metro,minneapolis_st_paul_bloomington_mn_wi,2034,60
metro,minneapolis_st_paul_bloomington_mn_wi,2035,64
metro,minneapolis_st_paul_bloomington_mn_wi,2036,38
metro,minneapolis_st_paul_bloomington_mn_wi,2037,33
metro,minneapolis_st_paul_bloomington_mn_wi,2038,21
metro,minneapolis_st_paul_bloomington_mn_wi,2039,19
metro,minneapolis_st_paul_bloomington_mn_wi,2040,23
metro,minneapolis_st_paul_bloomington_mn_wi,2041,18
metro,minneapolis_st_paul_bloomington_mn_wi,2042,27
metro,minneapolis_st_paul_bloomington_mn_wi,2043,12
metro,minneapolis_st_paul_bloomington_mn_wi,2044,24
metro,minneapolis_st_paul_bloomington_mn_wi,2045,33
metro,minneapolis_st_paul_bloomington_mn_wi,2046,42
metro,minneapolis_st_paul_bloomington_mn_wi,2047,44
metro,minneapolis_st_paul_bloomington_mn_wi,2048,19
metro,minneapolis_st_paul_bloomington_mn_wi,2049,25
metro,minneapolis_st_paul_bloomington_mn_wi,2050,21
metro,minneapolis_st_paul_bloomington_mn_wi,2051,7
metro,new_york_newark_jersey_city_ny_nj_pa,2003,1
metro,new_york_newark_jersey_city_ny_nj_pa,2007,1
metro,new_york_newark_jersey_city_ny_nj_pa,2008,1
metro,new_york_newark_jersey_city_ny_nj_pa,2009,1
metro,new_york_newark_jersey_city_ny_nj_pa,2010,2
metro,new_york_newark_jersey_city_ny_nj_pa,2011,2
metro,new_york_newark_jersey_city_ny_nj_pa,2012,2
metro,new_york_newark_jersey_city_ny_nj_pa,2013,7
metro,new_york_newark_jersey_city_ny_nj_pa,2014,9
metro,new_york_newark_jersey_city_ny_nj_pa,2015,14
metro,new_york_newark_jersey_city_ny_nj_pa,2016,19
metro,new_york_newark_jersey_city_ny_nj_pa,2017,27
metro,new_york_newark_jersey_city_ny_nj_pa,2018,37
metro,new_york_newark_jersey_city_ny_nj_pa,2019,27
metro,new_york_newark_jersey_city_ny_nj_pa,2020,49
metro,new_york_newark_jersey_city_ny_nj_pa,2021,40
metro,new_york_newark_jersey_city_ny_nj_pa,2022,38
metro,new_york_newark_jersey_city_ny_nj_pa,2023,53
metro,new_york_newark_jersey_city_ny_nj_pa,2024,53
metro,new_york_newark_jersey_city_ny_nj_pa,2025,57
metro,new_york_newark_jersey_city_ny_nj_pa,2026,54
metro,new_york_newark_jersey_city_ny_nj_pa,2027,85
metro,new_york_newark_jersey_city_ny_nj_pa,2028,87
metro,new_york_newark_jersey_city_ny_nj_pa,2029,73
metro,new_york_newark_jersey_city_ny_nj_pa,2030,91
metro,new_york_newark_jersey_city_ny_nj_pa,2031,66
metro,new_york_newark_jersey_city_ny_nj_pa,2032,90
metro,new_york_newark_jersey_city_ny_nj_pa,2033,118
metro,new_york_newark_jersey_city_ny_nj_pa,2034,119
metro,new_york_newark_jersey_city_ny_nj_pa,2035,178
metro,new_york_newark_jersey_city_ny_nj_pa,2036,71
metro,new_york_newark_jersey_city_ny_nj_pa,2037,46
metro,new_york_newark_jersey_city_ny_nj_pa,2038,47
metro,new_york_newark_jersey_city_ny_nj_pa,2039,45
metro,new_york_newark_jersey_city_ny_nj_pa,2040,35
metro,new_york_newark_jersey_city_ny_nj_pa,2041,43
metro,new_york_newark_jersey_city_ny_nj_pa,2042,35
metro,new_york_newark_jersey_city_ny_nj_pa,2043,42
metro,new_york_newark_jersey_city_ny_nj_pa,2044,36
metro,new_york_newark_jersey_city_ny_nj_pa,2045,45
metro,new_york_newark_jersey_city_ny_nj_pa,2046,80
metro,new_york_newark_jersey_city_ny_nj_pa,2047,72
metro,new_york_newark_jersey_city_ny_nj_pa,2048,60
metro,new_york_newark_jersey_city_ny_nj_pa,2049,49
metro,new_york_newark_jersey_city_ny_nj_pa,2050,67
metro,new_york_newark_jersey_city_ny_nj_pa,2051,20
metro,new_york_newark_jersey_city_ny_nj_pa,2052,1
metro,new_york_newark_jersey_city_ny_nj_pa,2056,1
metro,orlando_kissimmee_sanford_fl,2013,3
metro,orlando_kissimmee_sanford_fl,2014,1
metro,orlando_kissimmee_sanford_fl,2015,2
metro,orlando_kissimmee_sanford_fl,2017,2
metro,orlando_kissimmee_sanford_fl,2018,5
metro,orlando_kissimmee_sanford_fl,2019,3
metro,orlando_kissimmee_sanford_fl,2020,6
metro,orlando_kissimmee_sanford_fl,2021,5
metro,orlando_kissimmee_sanford_fl,2022,10
metro,orlando_kissimmee_sanford_fl,2023,6
metro,orlando_kissimmee_sanford_fl,2024,12
metro,orlando_kissimmee_sanford_fl,2025,14
metro,orlando_kissimmee_sanford_fl,2026,18
metro,orlando_kissimmee_sanford_fl,2027,24
metro,orlando_kissimmee_sanford_fl,2028,23
metro,orlando_kissimmee_sanford_fl,2029,10
metro,orlando_kissimmee_sanford_fl,2030,12
metro,orlando_kissimmee_sanford_fl,2031,28
metro,orlando_kissimmee_sanford_fl,2032,14
metro,orlando_kissimmee_sanford_fl,2033,14
metro,orlando_kissimmee_sanford_fl,2034,18
metro,orlando_kissimmee_sanford_fl,2035,32
metro,orlando_kissimmee_sanford_fl,2036,18
metro,orlando_kissimmee_sanford_fl,2037,13
metro,orlando_kissimmee_sanford_fl,2038,5
metro,orlando_kissimmee_sanford_fl,2039,5
metro,orlando_kissimmee_sanford_fl,2040,12
metro,orlando_kissimmee_sanford_fl,2041,10
metro,orlando_kissimmee_sanford_fl,2042,8
metro,orlando_kissimmee_sanford_fl,2043,11
metro,orlando_kissimmee_sanford_fl,2044,17
metro,orlando_kissimmee_sanford_fl,2045,17
metro,orlando_kissimmee_sanford_fl,2046,17
metro,orlando_kissimmee_sanford_fl,2047,10
metro,orlando_kissimmee_sanford_fl,2048,21
metro,orlando_kissimmee_sanford_fl,2049,18
metro,orlando_kissimmee_sanford_fl,2050,15
metro,orlando_kissimmee_sanford_fl,2051,6
metro,orlando_kissimmee_sanford_fl,2052,1
metro,other_mi,2013,1
metro,other_mi,2014,2
metro,other_mi,2015,1
metro,other_mi,2016,2
metro,other_mi,2017,6
metro,other_mi,2018,4
metro,other_mi,2019,7
metro,other_mi,2020,7
metro,other_mi,2021,16
metro,other_mi,2022,17
metro,other_mi,2023,14
metro,other_mi,2024,14
metro,other_mi,2025,13
metro,other_mi,2026,16
metro,other_mi,2027,14
metro,other_mi,2028,13
metro,other_mi,2029,14
metro,other_mi,2030,21
metro,other_mi,2031,17
metro,other_mi,2032,20
metro,other_mi,2033,22
metro,other_mi,2034,16
metro,other_mi,2035,21
metro,other_mi,2036,19
metro,other_mi,2037,16
metro,other_mi,2038,10
metro,other_mi,2039,12
metro,other_mi,2040,6
metro,other_mi,2041,7
metro,other_mi,2042,11
metro,other_mi,2043,8
metro,other_mi,2044,3
metro,other_mi,2045,7
metro,other_mi,2046,6
metro,other_mi,2047,3
metro,other_mi,2048,7
metro,other_mi,2049,4
metro,other_mi,2050,2
metro,other_mi,2051,2
metro,other_mn,2005,1
metro,other_mn,2012,1
metro,other_mn,2013,1
metro,other_mn,2014,4
metro,other_mn,2015,5
metro,other_mn,2016,6
metro,other_mn,2017,8
metro,other_mn,2018,5
metro,other_mn,2019,7
metro,other_mn,2020,6
metro,other_mn,2021,12
metro,other_mn,2022,16
metro,other_mn,2023,20
metro,other_mn,2024,17
metro,other_mn,2025,15
metro,other_mn,2026,22
metro,other_mn,2027,21
metro,other_mn,2028,17
metro,other_mn,2029,16
metro,other_mn,2030,14
metro,other_mn,2031,24
metro,other_mn,2032,15
metro,other_mn,2033,14
metro,other_mn,2034,12
metro,other_mn,2035,8
metro,other_mn,2036,11
metro,other_mn,2037,5
metro,other_mn,2038,6
metro,other_mn,2039,10
metro,other_mn,2040,8
metro,other_mn,2041,6
metro,other_mn,2042,6
metro,other_mn,2043,8
metro,other_mn,2044,10
metro,other_mn,2045,12
metro,other_mn,2046,19
metro,other_mn,2047,11
metro,other_mn,2048,7
metro,other_mn,2049,4
metro,other_mn,2050,10
metro,other_mn,2051,1
metro,other_wi,2004,1
metro,other_wi,2006,1
metro,other_wi,2010,1
metro,other_wi,2011,1
metro,other_wi,2012,2
metro,other_wi,2013,1
metro,other_wi,2014,4
metro,other_wi,2015,5
metro,other_wi,2016,6
metro,other_wi,2017,3
metro,other_wi,2018,6
metro,other_wi,2019,4
metro,other_wi,2020,10
metro,other_wi,2021,14
metro,other_wi,2022,7
metro,other_wi,2023,14
metro,other_wi,2024,13
metro,other_wi,2025,15
metro,other_wi,2026,18
metro,other_wi,2027,22
metro,other_wi,2028,19
metro,other_wi,2029,17
metro,other_wi,2030,13
metro,other_wi,2031,14
metro,other_wi,2032,25
metro,other_wi,2033,14
metro,other_wi,2034,14
metro,other_wi,2035,16
metro,other_wi,2036,9
metro,other_wi,2037,9
metro,other_wi,2038,4
metro,other_wi,2039,11
metro,other_wi,2040,7
metro,other_wi,2041,5
metro,other_wi,2042,10
metro,other_wi,2043,6
metro,other_wi,2044,6
metro,other_wi,2045,7
metro,other_wi,2046,17
metro,other_wi,2047,7
metro,other_wi,2048,7
metro,other_wi,2049,7
metro,other_wi,2050,5
metro,other_wi,2051,1
metro,other_wi,2052,1
metro,philadelphia_camden_wilmington_pa_nj_de_md,1999,3
metro,philadelphia_camden_wilmington_pa_nj_de_md,2006,1
metro,philadelphia_camden_wilmington_pa_nj_de_md,2007,1
metro,philadelphia_camden_wilmington_pa_nj_de_md,2011,3
metro,philadelphia_camden_wilmington_pa_nj_de_md,2012,1
metro,philadelphia_camden_wilmington_pa_nj_de_md,2013,5
metro,philadelphia_camden_wilmington_pa_nj_de_md,2014,2
metro,philadelphia_camden_wilmington_pa_nj_de_md,2015,10
metro,philadelphia_camden_wilmington_pa_nj_de_md,2016,7
metro,philadelphia_camden_wilmington_pa_nj_de_md,2017,8
metro,philadelphia_camden_wilmington_pa_nj_de_md,2018,10
metro,philadelphia_camden_wilmington_pa_nj_de_md,2019,11
metro,philadelphia_camden_wilmington_pa_nj_de_md,2020,20
metro,philadelphia_camden_wilmington_pa_nj_de_md,2021,22
metro,philadelphia_camden_wilmington_pa_nj_de_md,2022,16
metro,philadelphia_camden_wilmington_pa_nj_de_md,2023,20
metro,philadelphia_camden_wilmington_pa_nj_de_md,2024,23
metro,philadelphia_camden_wilmington_pa_nj_de_md,2025,24
metro,philadelphia_camden_wilmington_pa_nj_de_md,2026,30
metro,philadelphia_camden_wilmington_pa_nj_de_md,2027,18
metro,philadelphia_camden_wilmington_pa_nj_de_md,2028,37
metro,philadelphia_camden_wilmington_pa_nj_de_md,2029,28
metro,philadelphia_camden_wilmington_pa_nj_de_md,2030,45
metro,philadelphia_camden_wilmington_pa_nj_de_md,2031,43
metro,philadelphia_camden_wilmington_pa_nj_de_md,2032,32
metro,philadelphia_camden_wilmington_pa_nj_de_md,2033,44
metro,philadelphia_camden_wilmington_pa_nj_de_md,2034,49
metro,philadelphia_camden_wilmington_pa_nj_de_md,2035,61
metro,philadelphia_camden_wilmington_pa_nj_de_md,2036,33
metro,philadelphia_camden_wilmington_pa_nj_de_md,2037,19
metro,philadelphia_camden_wilmington_pa_nj_de_md,2038,30
metro,philadelphia_camden_wilmington_pa_nj_de_md,2039,23
metro,philadelphia_camden_wilmington_pa_nj_de_md,2040,27
metro,philadelphia_camden_wilmington_pa_nj_de_md,2041,25
metro,philadelphia_camden_wilmington_pa_nj_de_md,2042,20
metro,philadelphia_camden_wilmington_pa_nj_de_md,2043,18
metro,philadelphia_camden_wilmington_pa_nj_de_md,2044,19
metro,philadelphia_camden_wilmington_pa_nj_de_md,2045,16
metro,philadelphia_camden_wilmington_pa_nj_de_md,2046,30
metro,philadelphia_camden_wilmington_pa_nj_de_md,2047,21
metro,philadelphia_camden_wilmington_pa_nj_de_md,2048,19
metro,philadelphia_camden_wilmington_pa_nj_de_md,2049,21
metro,philadelphia_camden_wilmington_pa_nj_de_md,2050,20
metro,philadelphia_camden_wilmington_pa_nj_de_md,2051,5
metro,phoenix_mesa_chandler_az,2010,1
metro,phoenix_mesa_chandler_az,2011,1
metro,phoenix_mesa_chandler_az,2012,3
metro,phoenix_mesa_chandler_az,2013,4
metro,phoenix_mesa_chandler_az,2014,5
metro,phoenix_mesa_chandler_az,2015,10
metro,phoenix_mesa_chandler_az,2016,8
metro,phoenix_mesa_chandler_az,2017,11
metro,phoenix_mesa_chandler_az,2018,12
metro,phoenix_mesa_chandler_az,2019,12
metro,phoenix_mesa_chandler_az,2020,23
metro,phoenix_mesa_chandler_az,2021,26
metro,phoenix_mesa_chandler_az,2022,46
metro,phoenix_mesa_chandler_az,2023,31
metro,phoenix_mesa_chandler_az,2024,39
metro,phoenix_mesa_chandler_az,2025,39
metro,phoenix_mesa_chandler_az,2026,52
metro,phoenix_mesa_chandler_az,2027,72
metro,phoenix_mesa_chandler_az,2028,42
metro,phoenix_mesa_chandler_az,2029,42
metro,phoenix_mesa_chandler_az,2030,37
metro,phoenix_mesa_chandler_az,2031,55
metro,phoenix_mesa_chandler_az,2032,41
metro,phoenix_mesa_chandler_az,2033,51
metro,phoenix_mesa_chandler_az,2034,42
metro,phoenix_mesa_chandler_az,2035,84
metro,phoenix_mesa_chandler_az,2036,40
metro,phoenix_mesa_chandler_az,2037,29
metro,phoenix_mesa_chandler_az,2038,33
metro,phoenix_mesa_chandler_az,2039,24
metro,phoenix_mesa_chandler_az,2040,35
metro,phoenix_mesa_chandler_az,2041,32
metro,phoenix_mesa_chandler_az,2042,42
metro,phoenix_mesa_chandler_az,2043,38
metro,phoenix_mesa_chandler_az,2044,26
metro,phoenix_mesa_chandler_az,2045,33
metro,phoenix_mesa_chandler_az,2046,43
metro,phoenix_mesa_chandler_az,2047,40
metro,phoenix_mesa_chandler_az,2048,25
metro,phoenix_mesa_chandler_az,2049,39
metro,phoenix_mesa_chandler_az,2050,45
metro,phoenix_mesa_chandler_az,2051,18
metro,phoenix_mesa_chandler_az,2052,1
metro,portland_vancouver_hillsboro_or_wa,2011,4
metro,portland_vancouver_hillsboro_or_wa,2014,1
metro,portland_vancouver_hillsboro_or_wa,2015,1
metro,portland_vancouver_hillsboro_or_wa,2016,5
metro,portland_vancouver_hillsboro_or_wa,2017,5
metro,portland_vancouver_hillsboro_or_wa,2018,7
metro,portland_vancouver_hillsboro_or_wa,2019,14
metro,portland_vancouver_hillsboro_or_wa,2020,18
metro,portland_vancouver_hillsboro_or_wa,2021,9
metro,portland_vancouver_hillsboro_or_wa,2022,16
metro,portland_vancouver_hillsboro_or_wa,2023,13
metro,portland_vancouver_hillsboro_or_wa,2024,10
metro,portland_vancouver_hillsboro_or_wa,2025,13
metro,portland_vancouver_hillsboro_or_wa,2026,26
metro,portland_vancouver_hillsboro_or_wa,2027,19
metro,portland_vancouver_hillsboro_or_wa,2028,18
metro,portland_vancouver_hillsboro_or_wa,2029,19
metro,portland_vancouver_hillsboro_or_wa,2030,14
metro,portland_vancouver_hillsboro_or_wa,2031,24
metro,portland_vancouver_hillsboro_or_wa,2032,22
metro,portland_vancouver_hillsboro_or_wa,2033,20
metro,portland_vancouver_hillsboro_or_wa,2034,28
metro,portland_vancouver_hillsboro_or_wa,2035,43
metro,portland_vancouver_hillsboro_or_wa,2036,16
metro,portland_vancouver_hillsboro_or_wa,2037,19
metro,portland_vancouver_hillsboro_or_wa,2038,15
metro,portland_vancouver_hillsboro_or_wa,2039,9
metro,portland_vancouver_hillsboro_or_wa,2040,10
metro,portland_vancouver_hillsboro_or_wa,2041,8
metro,portland_vancouver_hillsboro_or_wa,2042,8
metro,portland_vancouver_hillsboro_or_wa,2043,8
metro,portland_vancouver_hillsboro_or_wa,2044,10
metro,portland_vancouver_hillsboro_or_wa,2045,17
metro,portland_vancouver_hillsboro_or_wa,2046,21
metro,portland_vancouver_hillsboro_or_wa,2047,24
metro,portland_vancouver_hillsboro_or_wa,2048,15
metro,portland_vancouver_hillsboro_or_wa,2049,8
metro,portland_vancouver_hillsboro_or_wa,2050,17
metro,portland_vancouver_hillsboro_or_wa,2051,3
metro,providence_warwick_ri_ma,2012,2
metro,providence_warwick_ri_ma,2013,4
metro,providence_warwick_ri_ma,2014,2
metro,providence_warwick_ri_ma,2015,3
metro,providence_warwick_ri_ma,2016,8
metro,providence_warwick_ri_ma,2017,8
metro,providence_warwick_ri_ma,2018,4
metro,providence_warwick_ri_ma,2019,8
metro,providence_warwick_ri_ma,2020,7
metro,providence_warwick_ri_ma,2021,8
metro,providence_warwick_ri_ma,2022,24
metro,providence_warwick_ri_ma,2023,8
metro,providence_warwick_ri_ma,2024,11
metro,providence_warwick_ri_ma,2025,18
metro,providence_warwick_ri_ma,2026,21
metro,providence_warwick_ri_ma,2027,14
metro,providence_warwick_ri_ma,2028,12
metro,providence_warwick_ri_ma,2029,15
metro,providence_warwick_ri_ma,2030,20
metro,providence_warwick_ri_ma,2031,12
metro,providence_warwick_ri_ma,2032,8
metro,providence_warwick_ri_ma,2033,15
metro,providence_warwick_ri_ma,2034,20
metro,providence_warwick_ri_ma,2035,16
metro,providence_warwick_ri_ma,2036,14
metro,providence_warwick_ri_ma,2037,14
metro,providence_warwick_ri_ma,2038,5
metro,providence_warwick_ri_ma,2039,7
metro,providence_warwick_ri_ma,2040,5
metro,providence_warwick_ri_ma,2041,10
metro,providence_warwick_ri_ma,2042,4
metro,providence_warwick_ri_ma,2043,6
metro,providence_warwick_ri_ma,2044,7
metro,providence_warwick_ri_ma,2045,13
metro,providence_warwick_ri_ma,2046,11
metro,providence_warwick_ri_ma,2047,2
metro,providence_warwick_ri_ma,2048,9
metro,providence_warwick_ri_ma,2049,5
metro,providence_warwick_ri_ma,2050,8
metro,riverside_san_bernardino_ontario_ca,2011,5
metro,riverside_san_bernardino_ontario_ca,2014,3
metro,riverside_san_bernardino_ontario_ca,2015,5
metro,riverside_san_bernardino_ontario_ca,2016,8
metro,riverside_san_bernardino_ontario_ca,2017,13
metro,riverside_san_bernardino_ontario_ca,2018,11
metro,riverside_san_bernardino_ontario_ca,2019,14
metro,riverside_san_bernardino_ontario_ca,2020,17
metro,riverside_san_bernardino_ontario_ca,2021,33
metro,riverside_san_bernardino_ontario_ca,2022,28
metro,riverside_san_bernardino_ontario_ca,2023,38
metro,riverside_san_bernardino_ontario_ca,2024,42
metro,riverside_san_bernardino_ontario_ca,2025,61
metro,riverside_san_bernardino_ontario_ca,2026,56
metro,riverside_san_bernardino_ontario_ca,2027,64
metro,riverside_san_bernardino_ontario_ca,2028,44
metro,riverside_san_bernardino_ontario_ca,2029,36
metro,riverside_san_bernardino_ontario_ca,2030,31
metro,riverside_san_bernardino_ontario_ca,2031,41
metro,riverside_san_bernardino_ontario_ca,2032,27
metro,riverside_san_bernardino_ontario_ca,2033,39
metro,riverside_san_bernardino_ontario_ca,2034,58
metro,riverside_san_bernardino_ontario_ca,2035,58
metro,riverside_san_bernardino_ontario_ca,2036,42
metro,riverside_san_bernardino_ontario_ca,2037,39
metro,riverside_san_bernardino_ontario_ca,2038,26
metro,riverside_san_bernardino_ontario_ca,2039,32
metro,riverside_san_bernardino_ontario_ca,2040,25
metro,riverside_san_bernardino_ontario_ca,2041,15
metro,riverside_san_bernardino_ontario_ca,2042,23
metro,riverside_san_bernardino_ontario_ca,2043,32
metro,riverside_san_bernardino_ontario_ca,2044,41
metro,riverside_san_bernardino_ontario_ca,2045,34
metro,riverside_san_bernardino_ontario_ca,2046,55
metro,riverside_san_bernardino_ontario_ca,2047,31
metro,riverside_san_bernardino_ontario_ca,2048,35
metro,riverside_san_bernardino_ontario_ca,2049,32
metro,riverside_san_bernardino_ontario_ca,2050,32
metro,riverside_san_bernardino_ontario_ca,2051,17
metro,sacramento_roseville_folsom_ca,2010,1
metro,sacramento_roseville_folsom_ca,2011,2
metro,sacramento_roseville_folsom_ca,2012,1
metro,sacramento_roseville_folsom_ca,2013,2
metro,sacramento_roseville_folsom_ca,2014,4
metro,sacramento_roseville_folsom_ca,2015,7
